reactKey,timeStr,type,time,overloadTime,eventId,player,homeScore,awayScore,profileUrl,overloadTimeStr,isHome,ownGoal,goalDescription,goalDescriptionKey,suffix,suffixKey,isPenaltyShootoutEvent,nameStr,firstName,lastName,fullName,playerId,newScore,penShootoutScore,shotmapEvent,assistStr,assistProfileUrl,assistPlayerId,assistKey,assistInput,goal_scorer,matchRound,HomeTeamId
069Goal96481undefinedtrue,69,Goal,69,,0,"{'id': 96481, 'name': 'Marcelo Moreno', 'profileUrl': '/players/96481/marcelo-moreno'}",1,1,/players/96481/marcelo-moreno,False,True,,,,,,False,Marcelo Moreno,Marcelo,Moreno,Marcelo Moreno,96481,"[2, 1]",,,assist by José Flores,/players/1249667/jose-flores,1249667.0,assist_by,José Flores,Moreno,2,1844
068Goal467949undefinedtrue,68,Goal,68,,0,"{'id': 2166738, 'eventId': 0, 'elapsed': '', 'title': '🏟️ Real Tomayapo 1-1 Real Potosí', 'image': 'https://i.ytimg.com/vi/H4WRiRsJJo8/maxresdefault.jpg', 'url': 'https://www.youtube.com/watch?v=H4WRiRsJJo8', 'source': 'www.youtube.com', 'eventType': '1'}","{'id': 467949, 'name': 'Leandro Corulo', 'profileUrl': '/players/467949/leandro-corulo'}",0,0,/players/467949/leandro-corulo,False,True,,,,,,False,Leandro Corulo,Leandro,Corulo,Leandro Corulo,467949,"[1, 0]",,,assist by Agustín Verdugo,/players/845022/agustin-verdugo,845022,assist_by,Agustín Verdugo,Corulo,2,1074622
022Goal860832undefinedtrue,22,Goal,22,,0,"{'id': 860832, 'name': 'Hernán Rodríguez', 'profileUrl': '/players/860832/hernan-rodriguez'}",0,0,/players/860832/hernan-rodriguez,False,True,,,,,,False,Hernán Rodríguez,Hernán,Rodríguez,Hernán Rodríguez,860832,"[1, 0]",,,assist by Rodrigo Llano,/players/1339429/rodrigo-llano,1339429.0,assist_by,Rodrigo Llano,Rodríguez,3,879029
027Goal860832undefinedtrue,27,Goal,27,,0,"{'id': 860832, 'name': 'Hernán Rodríguez', 'profileUrl': '/players/860832/hernan-rodriguez'}",1,0,/players/860832/hernan-rodriguez,False,True,,,,,,False,Hernán Rodríguez,Hernán,Rodríguez,Hernán Rodríguez,860832,"[2, 0]",,,,,,,,Rodríguez,3,879029
036Goal201800undefinedtrue,36,Goal,36,,0,"{'id': 201800, 'name': 'Jair Torrico', 'profileUrl': '/players/201800/jair-torrico'}",2,0,/players/201800/jair-torrico,False,True,,,,,,False,Jair Torrico,Jair,Torrico,Jair Torrico,201800,"[3, 0]",,,assist by Joel Calicho,/players/1355266/joel-calicho,1355266.0,assist_by,Joel Calicho,J. Torrico,3,879029
063Goal185147undefinedtrue,63,Goal,63,,0,"{'id': 185147, 'name': 'José Valencia', 'profileUrl': '/players/185147/jose-valencia'}",3,1,/players/185147/jose-valencia,False,True,,,,,,False,José Valencia,José,Valencia,José Valencia,185147,"[4, 1]",,,,,,,,Valencia,3,879029
068Goal752688undefinedtrue,68,Goal,68,,0,"{'id': 752688, 'name': 'Agustín Jara', 'profileUrl': '/players/752688/agustin-jara'}",4,1,/players/752688/agustin-jara,False,True,,,,,,False,Agustín Jara,Agustín,Jara,Agustín Jara,752688,"[5, 1]",,,assist by Daniel Camacho,/players/935749/daniel-camacho,935749.0,assist_by,Daniel Camacho,Jara,3,879029
058Goal689045undefinedtrue,58,Goal,58,,0,"{'id': 689045, 'name': 'Alex Cáceres', 'profileUrl': '/players/689045/alex-caceres'}",0,1,/players/689045/alex-caceres,False,True,,,,,,False,Alex Cáceres,Alex,Cáceres,Alex Cáceres,689045,"[1, 1]",,,,,Cáceres,3,1504770
045Goal807776undefinedtrue,45,Goal,45,,0,"{'id': 807776, 'name': 'José Sagredo', 'profileUrl': '/players/807776/jose-sagredo'}",0,1,/players/807776/jose-sagredo,False,True,,,,,,False,José Sagredo,José,Sagredo,José Sagredo,807776,"[1, 1]",,,assist by Robson Matheus,/players/1613569/robson-matheus,1613569,assist_by,Robson Matheus,José Sagredo,3,5983
015Goal1535424undefinedtrue,15,Goal,15,,0,"{'id': 1535424, 'name': 'Fernando Nava', 'profileUrl': '/players/1535424/fernando-nava'}",0,0,/players/1535424/fernando-nava,False,True,,,,,,False,Fernando Nava,Fernando,Nava,Fernando Nava,1535424,"[1, 0]",,,assist by Máximo Mamani,/players/1897622/maximo-mamani,1897622,assist_by,Máximo Mamani,Nava,3,805913
018Goal408157undefinedtrue,18,Goal,18,,0,"{'id': 408157, 'name': 'Milciades Portillo', 'profileUrl': '/players/408157/milciades-portillo'}",0,0,/players/408157/milciades-portillo,False,True,True,Own goal,owngoal,OG,own_goal_short,False,Milciades Portillo,Milciades,Portillo,Milciades Portillo,408157,"[1, 0]",,,,,Portillo,3,1846,,,
027Goal1130736undefinedtrue,27,Goal,27,,0,"{'id': 1130736, 'name': 'Jeferson Rivas', 'profileUrl': '/players/1130736/jeferson-rivas'}",1,0,/players/1130736/jeferson-rivas,False,True,,Penalty,penalty,Pen,penalties_short,False,Jeferson Rivas,Jeferson,Rivas,Jeferson Rivas,1130736,"[2, 0]",,,,,Rivas,3,1846,,,
086Goal1137669undefinedtrue,86,Goal,86,,0,"{'id': 1137669, 'name': 'Imanol Cárdenas', 'profileUrl': '/players/1137669/imanol-cardenas'}",2,0,/players/1137669/imanol-cardenas,False,True,,,,,,False,Imanol Cárdenas,Imanol,Cárdenas,Imanol Cárdenas,1137669,"[3, 0]",,,assist by Gonzalo Añasgo,/players/1273618/gonzalo-anasgo,Cárdenas,3,1846,1273618.0,assist_by,Gonzalo Añasgo
03Goal421150undefinedtrue,3,Goal,3,,0,"{'id': 421150, 'name': 'Danny Bejarano', 'profileUrl': '/players/421150/danny-bejarano'}",0,0,/players/421150/danny-bejarano,False,True,,,,,,False,Danny Bejarano,Danny,Bejarano,Danny Bejarano,421150,"[1, 0]",,,assist by Roberto Hinojoza,/players/1088080/roberto-hinojoza,1088080,assist_by,Roberto Hinojoza,Bejarano,3,49678
044Goal1088080undefinedtrue,44,Goal,44,,0,"{'id': 1088080, 'name': 'Roberto Hinojoza', 'profileUrl': '/players/1088080/roberto-hinojoza'}",1,0,/players/1088080/roberto-hinojoza,False,True,,,,,,False,Roberto Hinojoza,Roberto,Hinojoza,Roberto Hinojoza,1088080,"[2, 0]",,,assist by Roberto Melgar Simoes,/players/1795069/roberto-melgar-simoes,1795069,assist_by,Roberto Melgar Simoes,Hinojoza,3,49678
048Goal1284207undefinedtrue,48,Goal,48,,0,"{'id': 1284207, 'name': 'Adalid Terrazas', 'profileUrl': '/players/1284207/adalid-terrazas'}",0,1,/players/1284207/adalid-terrazas,False,True,,,,,,False,Adalid Terrazas,Adalid,Terrazas,Adalid Terrazas,1284207,"[1, 1]",,,,,Terrazas,3,1297060
075Goal1130734undefinedtrue,75,Goal,75,,0,"{'id': 1130734, 'name': 'Andrés Córdoba', 'profileUrl': '/players/1130734/andres-cordoba'}",1,1,/players/1130734/andres-cordoba,False,True,,,,,,False,Andrés Córdoba,Andrés,Córdoba,Andrés Córdoba,1130734,"[2, 1]",,,,,Córdoba,3,1297060
